"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"vocab","January 2026","奇迹","qíjì","极不寻常、令人惊叹的事情。","miracle；marvelous event","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","奔","bēn","hurry；rush；run quickly；elope；go to；head for；towards；Taiwan pr","to hurry；to rush；to run quickly；to elope；to go to；to head for；towards；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","奔丧","bēnsāng","hasten home for the funeral of a parent or grandparent","to hasten home for the funeral of a parent or grandparent","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","奔腾","bēnténg","gallop；surge forward；roll on in waves transliteration computing Pentium","gallop；surge forward；roll on in waves transliteration computing Pentium","名","那马奔腾疾驰而去；奔腾不息","中性","那马奔腾疾驰而去。","Nà mǎ bēnténg jíchí ér qù.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","套餐","tàocān","set meal；(fig.) product or service package (e.g. for a cell phone subscription)","set meal；(fig.) product or service package (e.g. for a cell phone subscription)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","奢华","shēhuá","luxurious；sumptuous；lavish","luxurious；sumptuous；lavish","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","女郎","láng","young woman；maiden；girl；CL:個|个[ge4],位[wei4]","young woman；maiden；girl；CL:個|个 ,位","名","","中性","","","一词多义，结合上下文判断具体义项。","","个；位"
"vocab","October 2025/生词","好不","hǎobù","not at all；how very","not at all；how very","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","好战","hàozhàn","S.V. bellicose；warlike；hawkish","S.V. bellicose；warlike；hawkish","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","如今","rújīn","nowadays；now","nowadays；now","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","如期","rúqī","ADV. at an arranged time；on schedule；as scheduled；on time","ADV. at an arranged time；on schedule；as scheduled；on time；punctual","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","妙","miào","clever；wonderful","clever；wonderful","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","妨碍","fángài","hinder；obstruct","to hinder；to obstruct","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","妹子","mèizi","younger sister；sister；young girl","younger sister；sister；young girl","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","姓氏","xìngshì","family name","family name","名","","中性","","","","",""
"vocab","January 2026","委内瑞拉","wěinèiruìlā","Venezuela","Venezuela","名","","中性","","","","",""
"vocab","September 2025/生词；October 2025/生词","委屈","wěiqu","grievance 诉委屈 sù wěiqu pour out one’s grievances (or troubles)；vent one’s grievance cause great inconvenience to others；feel unjustly treated；grievance 诉委屈 sù wěiqu pour out one’s grievances (or troubles)；vent one’s grievance cause great inconvenience to others；feel unjustly treated","grievance 诉委屈 sù wěiqu pour out one’s grievances (or troubles)；vent one’s grievance cause great inconvenience to others；feel unjustly treated；grievance 诉委屈 sù wěiqu pour out one’s grievances (or troubles)；vent one’s grievance cause great inconvenience to others；feel unjustly treated","名","诉委屈；你只好委屈一点儿；委屈你了；委屈的情绪；诉委屈；你只好委屈一点儿；委屈你了；委屈的情绪","中性","诉委屈 sù wěiqu pour out one’s grievances (or troubles); vent one’s grievance  verb cause great inconvenience to others; cause sb. to feel wronged 你只好委屈一点儿。","You’ll just have to put up with it.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","姻缘","yīnyuán","happy fate which brings lovers together 一段美满姻缘 Yī duàn měimǎn yīnyuán a happy marriage；conjugal felicity","happy fate which brings lovers together 一段美满姻缘 Yī duàn měimǎn yīnyuán a happy marriage；conjugal felicity","名","一段美满姻缘","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词；November 2025/生词","威胁","wēixié","threaten；menace；threaten；menace","to threaten；to menace；to threaten；to menace","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词；October 2025/生词","娇贵","jiāoguì","娇贵；脆弱；finicky；娇贵；脆弱；finicky","pampered；fragile；finicky；pampered；fragile；finicky","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","娘家","niángjia","home of a married woman's parents (opp. 婆家)；figurative place where one has lived or studied, etc. for a considerable length of time See","home of a married woman's parents (opp. 婆家)；figurative place where one has lived or studied, etc. for a considerable length of time See","名","回娘家","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","婴儿","yīng","baby；infant；CL:個|个[ge4]；lead (Pb)","baby；infant；CL:個|个；lead (Pb)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025","媒体","méitǐ","media；information；news brief","media；information；news brief","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词；December 2025/生词","嫁妆","jiàzhuang","dowry；trousseau；dowry；trousseau","dowry；trousseau；dowry；trousseau","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","嫌","xián","dislike；suspicion；resentment；enmity","to dislike；suspicion；resentment；enmity；abbr. for , criminal suspect","动","嫌犯","中性","","","动词用法，注意宾语和常见搭配。","","嫌犯"
"vocab","November 2025/生词","孕","yùn","pregnancy 有孕在身 yǒu yùn zài shēn be pregnant；be in the family way；be expecting pregnant 多年不孕 Duō nián bù yùn have not conceived for years","pregnancy 有孕在身 yǒu yùn zài shēn be pregnant；be in the family way；be expecting pregnant 多年不孕 Duō nián bù yùn have not conceived for years","名","有孕在身；多年不孕","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词；November 2025/生词","孕妇","yùnfù","pregnant woman 大肚子孕妇 dàdùzi yùnfù heavily pregnant woman 为孕妇做人流 wèi yùnfù zuòrén liú abort an expectant mother；pregnant woman 大肚子孕妇 dàdùzi yùnfù heavily pregnant woman 为孕妇做人流 wèi yùnfù zuòrén liú abort an expectant mother","pregnant woman 大肚子孕妇 dàdùzi yùnfù heavily pregnant woman 为孕妇做人流 wèi yùnfù zuòrén liú abort an expectant mother；pregnant woman 大肚子孕妇 dàdùzi yùnfù heavily pregnant woman 为孕妇做人流 wèi yùnfù zuòrén liú abort an expectant mother","名","大肚子孕妇；为孕妇做人流；大肚子孕妇；为孕妇做人流","中性","","","","",""
"vocab","December 2025/生词","孕育","yùnyù","be pregnant with；breed；foster；nurture；to be pregnant；to produce offspring","be pregnant with；breed；foster；nurture；to be pregnant；to produce offspring；to nurture (a development, school of thought, artwork etc)；fig. replete with (culture etc)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","字眼","zìyǎn","word；wording；diction ²；character","word；wording；diction ²；character","名","她用字眼很谨慎","中性","她用字眼很谨慎。","Tā yòng zìyǎn hẹ̌n jǐnshèn.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","存款","cúnkuǎn","存款；bank savings","to deposit money (in a bank etc)；bank savings；bank deposit","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","September 2025/生词","孝心","xiàoxīn","filial sentiments (or devotion) (对父母)尽一份孝心 jìn yī fèn xiàoxīn be a dutiful son or daughter；filial piety (a Confucian obligation)；respect and obedience to one's parents","filial sentiments (or devotion) (对父母)尽一份孝心 jìn yī fèn xiàoxīn be a dutiful son or daughter；filial piety (a Confucian obligation)；respect and obedience to one's parents","名","尽一份孝心","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","孝敬","xiàojìng","show filial respect to (one's elders)；give presents (to one's elders or superiors) to show one's respect；pay a tribute of respect to；to show filial respect；to give presents (to one's elders or superiors)","show filial respect to (one's elders)；give presents (to one's elders or superiors) to show one's respect；pay a tribute of respect to；to show filial respect；to give presents (to one's elders or superiors)；to support one's aged parents","名","","中性","他带了些南边的土产来孝敬他奶奶。","Tā dài le xiē nánbian de tǔchǎn lái xiàojìng tā nǎinai.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","孟","mèng","first month of a season；eldest amongst brothers","first month of a season；eldest amongst brothers","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","孪生兄弟","luánshēng xiōngdì","twin brothers","twin brothers","名","","中性","","","","",""
"vocab","September 2025/生词","宁可","nìngkě","副词，表示宁愿选择后者，常与“也不/也要”呼应。","preferably；one would prefer to...(or not to...)；would rather；(would) be better to；(to pick) the lesser of two evils","名","","中性","","","副词，表示宁愿选择后者，常与“也不/也要”呼应。","",""
