"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"PKU Sem1 文学课/生词","簇","cù","M. cluster；bunch B.F. bunch together in cùyōng；(bound form) to cluster；to pile up；cluster；pile","M. cluster；bunch B.F. bunch together in cùyōng；(bound form) to cluster；to pile up；cluster；pile；classifier for bunches, clusters, piles etc","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","粉饰","fěnshì","gloss over；whitewash；paint and adorn；make up；to paint","gloss over；whitewash；paint and adorn；make up；to paint；to whitewash；to decorate；plaster；fig. to gloss over；to cover up","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","粗","cū","wide (in diameter)；thick；coarse；crude；rough；gruff；husky；careless；negligent","wide (in diameter)；thick；coarse；crude；rough；gruff；husky；careless；negligent；rude；unrefined；vulgar ADV. roughly；slightly","名","这活儿太粗了","中性","这活儿太粗了。","Zhè huór tài cū le.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","糠","kāng","husk","husk","名","","中性","","","","",""
"PKU Sem1 文学课/生词","纠缠","jiūchán","tangle；nag；worry；pester","tangle；nag；worry；pester","名","不要在小事上纠缠","贬义","不要在小事上纠缠。","Bụ̀yào zài xiǎoshì shang jiūchán.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","练就","liànjiù","master (a skill)","to master (a skill)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","绅士","shēnshì","gentleman；gentry 绅士风度 shēnshì fēngdù gentlemanly (or gentleman’s ) manner 假装绅士派头 Jiǎzhuāng shēnshì pàitóu assume shabby gentility","gentleman；gentry 绅士风度 shēnshì fēngdù gentlemanly (or gentleman’s ) manner 假装绅士派头 Jiǎzhuāng shēnshì pàitóu assume shabby gentility","名","绅士风度；假装绅士派头","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","终究","zhōngjiū","ADV. eventually；in the end","ADV. eventually；in the end","名","真相终究会大白的","中性","真相终究会大白的。","Zhēnxiàng zhōngjiū huì dàbái de.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","绕","rào","wind；coil (thread)；rotate around；spiral","to wind；to coil (thread)；to rotate around；to spiral；to move around；to go round (an obstacle)；to by-pass；to make a detour；to confuse；to perplex","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","绝密","juémì","top secret","top secret","名","","中性","","","","",""
"PKU Sem1 文学课/生词","绪","xù","beginnings；clues；mental state；thread","beginnings；clues；mental state；thread","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","绷","běng","have a taut face","to have a taut face","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","绷着脸","běngzhe liǎn","look displeased；pull a long face；to have a taut face；to pull a long face","look displeased；pull a long face；to have a taut face；to pull a long face；to look displeased","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","缠绵","chánmián","ADJT touching；touching (emotions)；lingering (illness)","ADJT touching；touching (emotions)；lingering (illness)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","缩","suō","V. contract；shrink B.F. withdraw；recoil in tuìsuō；to withdraw","V. contract；shrink B.F. withdraw；recoil in tuìsuō；to withdraw；to pull back；to contract；to shrink；to reduce；abbreviation；also pr","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","缰","jiāng","bridle；reins；halter","bridle；reins；halter","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","缺水","quēshuǐ","O. | S.V. be inadequately watered/irrigated；run out of water","O. | S.V. be inadequately watered/irrigated；run out of water","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","罩","zhào","cover；to spread over；a cover；a shade；a hood；bamboo fish trap；bamboo chicken coop","to cover；to spread over；a cover；a shade；a hood；bamboo fish trap；bamboo chicken coop；(Tw) (coll.) to protect；to have sb's back；(Tw) (coll.) awesome；incredible；(Tw) (coll.) (often as ) to have things under control；to be able to handle it","动","罩得住","口语","","","动词用法，注意宾语和常见搭配。","","罩得住"
"PKU Sem1 文学课/生词","罪状","zuìzhuàng","nature of the offense；charges in an indictment","nature of the offense；charges in an indictment","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","置","zhì","install；place；put；buy","to install；to place；to put；to buy","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","羞怯","xiūqiè","V. be shy/timid/sheepish；shy；timid","V. be shy/timid/sheepish；shy；timid","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","翻跟头","fāngēntou","turn a somersault","to turn a somersault","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","耄耋","màodié","N. , wr. aged person (above 70)；extremely aged；gray and venerable","N. , wr. aged person (above 70)；extremely aged；gray and venerable","名","","书面","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","聆听","língtīng","listen (respectfully)","to listen (respectfully)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","联盟","liánméng","N. alliance；coalition；league；union","N. alliance；coalition；league；union","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","联络","liánluò","get in touch with；contact；stay in contact (with)；liaison","to get in touch with；to contact；to stay in contact (with)；liaison；(math.) connection","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","肇事者","zhàoshìzhě","N. troublemaker；offender；culprit","N. troublemaker；offender；culprit","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","股","gǔ","thigh；part of a whole；portion of a sum；(finance) stock；share；strand of a thread","thigh；part of a whole；portion of a sum；(finance) stock；share；strand of a thread；low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below；classifier for long winding things like ropes, rivers etc；classifier for smoke, smells etc: thread, puff, whiff；classifier for bands of people, gangs etc；classifier for sudden forceful actions","名","","中性","","","一词多义，结合上下文判断具体义项。","","科"
"PKU Sem1 文学课/生词","胭脂","yānzhī","N. rouge","N. rouge","名","","中性","","","","",""
"PKU Sem1 文学课/生词","胳膊","gēbo","N. arm；arm；CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]","N. arm；arm；CL:隻|只 ,條|条 ,雙|双","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","胸痛","xiōng tòng","chest pain","chest pain","名","","中性","","","","",""
"PKU Sem1 文学课/生词","胸脯","xiōngpú","chest","chest","名","","中性","","","","",""
"PKU Sem1 文学课/生词","胸腹","xiōngfù","chest and belly；vital points","chest and belly；vital points","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","脚手架","jiǎoshǒujià","scaffolding","scaffolding","名","","中性","","","","",""
"PKU Sem1 文学课/生词","脱","tuō","cut meat off the bones；cast/come off；shed；take off；leave out (words)；become disconnected in tuōlí","cut meat off the bones；cast/come off；shed；take off；leave out (words)；become disconnected in tuōlí；escape from in táotuō , tuōxiǎn；neglect；slight CONJ. , wr. if；in case","名","这行脱了一个字","书面","这行脱了一个字。","Zhè háng tuōle yị̄ ge zì.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","脾气","píqi","character；temperament；disposition；bad temper","character；temperament；disposition；bad temper；CL:股","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","腋窝","yèwō","armpit；axilla","armpit；axilla","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","腮","sāi","N. cheek","N. cheek","名","","中性","","","","",""
"PKU Sem1 文学课/生词","膘","biāo","fat (of a domestic animal) 跌膘 diēbiāo become thin；lose flesh 长膘 zhǎngbiāo get fat；put on flesh","fat (of a domestic animal) 跌膘 diēbiāo become thin；lose flesh 长膘 zhǎngbiāo get fat；put on flesh","名","跌膘；长膘；牲口膘肥体壮；这块肉膘厚","中性","跌膘 diēbiāo become thin; lose flesh 长膘 zhǎngbiāo get fat; put on flesh; fatten 牲口膘肥体壮。","Shēngkou biāoféitǐzhuàng.","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","自嘲","zìcháo","mock oneself；laugh at oneself","to mock oneself；to laugh at oneself","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","自私","zìsī","S.V. selfish；self-centered","S.V. selfish；self-centered","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"PKU Sem1 文学课/生词","自豪","zìháo","pride oneself on","pride oneself on","名","我为你感到自豪","中性","我为你感到自豪。","Wǒ wèi nǐ gǎndào zìháo.","","",""
"PKU Sem1 文学课/生词","舔吮","tiǎnshǔn","lick and suck","to lick and suck","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"PKU Sem1 文学课/生词","色泽","sèzé","color and luster","color and luster","名","这些珍珠色泽很美","中性","这些珍珠色泽很美。","Zhèxiē zhēnzhū sèzé hẹ̌n ²měi.","","",""
"PKU Sem1 文学课/生词","节令","jiélìng","climate and other natural phenomena of a season or","climate and other natural phenomena of a season or","名","节令不等人；今年冬天节令不正；应应节令","中性","节令不等人。","Jiélìng bù děngrén.","","",""
"PKU Sem1 文学课/生词","花雕","huādiāo","high-grade Shaoxing (绍兴) wine","high-grade Shaoxing (绍兴) wine","名","","中性","","","","",""
"PKU Sem1 文学课/生词","苍凉","cāngliáng","desolate；bleak 满目苍凉的乡村 mǎnmù cāngliáng de xiāngcūn desolate countryside","desolate；bleak 满目苍凉的乡村 mǎnmù cāngliáng de xiāngcūn desolate countryside","名","满目苍凉的乡村","中性","","","一词多义，结合上下文判断具体义项。","",""
